Category,Message
real,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN
real,I know you are serving. I mean what are you doing now.
real,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it..."
real,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
real,I know girls always safe and selfish know i got it pa. Thank you. good night.
real,"No worries, hope photo shoot went well. have a spiffing fun at workage."
real,I'm freezing and craving ice. Fml
real,Kay... Since we are out already
real,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
real,Yo im right by yo work
real,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx
real,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
real,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.
real,Nope... Juz off from work...
real,Huh so fast... Dat means u havent finished painting?
real,what number do u live at? Is it 11?
real,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore"
real,Sac will score big hundred.he is set batsman:-)
real,Send me yetty's number pls.
real,How much it will cost approx . Per month.
real,Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P"
real,"That's fine, have him give me a call if he knows what he wants or has any questions"
real,"Sorry, got a late start, we're on the way"
real,Then u go back urself lor...
real,I AM AT THE GAS STATION. GO THERE.
real,"K, if u bored up just come to my home.."
real,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*
real,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome"
real,Still i have not checked it da. . .
real,You will go to walmart. I.ll stay.
real,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too"
real,Oh great. I.ll disturb him more so that we can talk.
real,Reverse is cheating. That is not mathematics.
real,U're welcome... Caught u using broken english again...
real,No problem baby. Is this is a good time to talk? I called and left a message.
real,"Sorry, I'll call later"
real,Oh is it! Which brand?
real,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
real,At what time are you coming.
real,Call him and say you not coming today ok and tell them not to fool me like this ok
real,I emailed yifeng my part oredi.. Can ü get it fr him..
real,R u sure they'll understand that! Wine * good idea just had a slurp!
real,Minimum walk is 3miles a day.
real,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema.
real,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla.."
real,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
spam,Sorry I missed your call let's talk when you have the time. I'm on 07090201529
real,Please attend the phone:)
real,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged
real,No messages on her phone. I'm holding it now
real,Can... I'm free...
real,"Yo my trip got postponed, you still stocked up?"
real,"Sorry, I'll call later"
real,I am waiting for your call sir.
real,Hey what are you doing. Y no reply pa..
real,"Hey elaine, is today's meeting still on?"
real,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.
real,Most of the tiime when i don't let you hug me it's so i don't break into tears.
real,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
real,And now electricity just went out fml.
real,"Looks like you found something to do other than smoke, great job!"
real,Also andros ice etc etc
real,:)
real,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea"
real,Yup. Wun believe wat? U really neva c e msg i sent shuhui?
real,Hows that watch resizing
real,Dear umma she called me now :-)
real,Just finished. Missing you plenty
spam,"complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+"
real,"Well, I meant as opposed to my drunken night of before"
real,K... Must book a not huh? so going for yoga basic on sunday?
spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline
real,Ok can...
real,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x"
real,So u workin overtime nigpun?
real,Same as kallis dismissial in 2nd test:-).
real,O. Guess they both got screwd
spam,Please CALL 08712402972 immediately as there is an urgent message waiting for you
real,"I'm in a meeting, call me later at"
real,What r u cooking me for dinner?
real,Ok thanx...
real,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.
real,Then i buy.
spam,URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only
real,Heehee that was so funny tho
real,It only does simple arithmetic not percentages.
real,"Yeah we wouldn't leave for an hour at least, how's 4 sound?"
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589"
real,Thanks honey. Have a great day.
real,"An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear...."""
real,Good night my dear.. Sleepwell&amp;Take care
real,Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...
real,"Jus chillaxin, what up"
real,HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.
real,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING"
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705
real,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though!"
real,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
real,Only once then after ill obey all yours.
real,No she didnt. I will search online and let you know.
real,Where do you need to go to get it?
real,No pic. Please re-send.
real,He remains a bro amongst bros
real,Uhhhhrmm isnt having tb test bad when youre sick
real,But i haf enuff space got like 4 mb...
spam,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms
spam,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470"
spam,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M
spam,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly
spam,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out
spam,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL
real,True. Its easier with her here.
real,Sure but since my parents will be working on Tuesday I don't really need a cover story
real,Haha okay... Today weekend leh...
real,Hi darlin did youPhone me? Im atHome if youwanna chat.
real,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga
real,You've always been the brainy one.
real,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
real,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas..."
real,Sending you greetings of joy and happiness. Do have a gr8 evening
real,Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx
real,If india win or level series means this is record:)
real,Then what about further plan?
real,Its good to hear from you
real,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah"
real,What time you thinkin of goin?
spam,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only
spam,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend
real,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.
real,Yes but I don't care cause I know its there!
real,"wiskey Brandy Rum Gin Beer Vodka Scotch Srealpain Wine ""KUDI""yarasu dhina vaazhthukkal. .."
real,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer..."
real,Sitting ard nothing to do lor. U leh busy w work?
real,Its  &lt;#&gt; k here oh. Should i send home for sale.
real,Sorry. || mail? ||
real,Ya just telling abt tht incident..
real,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am
real,Ugh just got outta class
real,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very crealplaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna"
real,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
